t_s,load1,soc_c,ddr_c,cpu_mhz,process,cpu_pct
55.4,18.74,65.8,64.8,1500,measure_load.py,2.6
58.5,19.40,65.8,64.8,1500,astra_camera_container,13.0
58.5,19.40,65.8,64.8,1500,ydlidar_ros2_driver_node,2.6
58.5,19.40,65.8,64.8,1500,joy_node,4.2
58.5,19.40,65.8,64.8,1500,servo_controller,34.7
58.5,19.40,65.8,64.8,1500,tunnel_wall_follower,7.1
58.5,19.40,65.8,64.8,1500,road_perception,40.6
58.5,19.40,65.8,64.8,1500,local_memory,26.0
58.5,19.40,65.8,64.8,1500,camera_preview,9.1
58.5,19.40,65.8,64.8,1500,uwb_ranges,1.3
58.5,19.40,65.8,64.8,1500,local_pose,39.9
58.5,19.40,65.8,64.8,1500,global_pose,30.5
58.5,19.40,65.8,64.8,1500,global_planner,2.9
58.5,19.40,65.8,64.8,1500,mission_logic,39.3
58.5,19.40,65.8,64.8,1500,corridor,37.3
58.5,19.40,65.8,64.8,1500,local_planner,44.1
58.5,19.40,65.8,64.8,1500,parking_planner,48.7
58.5,19.40,65.8,64.8,1500,recovery_planner,58.4
58.5,19.40,65.8,64.8,1500,path_tracker,34.4
58.5,19.40,65.8,64.8,1500,tunnel_bridge,19.5
58.5,19.40,65.8,64.8,1500,safety_monitor,44.1
58.5,19.40,65.8,64.8,1500,command_owner,41.9
58.5,19.40,65.8,64.8,1500,bpu_detector,39.6
58.5,19.40,65.8,64.8,1500,system_monitor,48.7
58.5,19.40,65.8,64.8,1500,calibration_wizard,44.4
58.5,19.40,65.8,64.8,1500,gui_server,61.0
58.5,19.40,65.8,64.8,1500,measure_load.py,2.6
61.6,19.13,65.7,64.8,1500,nxserver.bin,1.9
61.6,19.13,65.7,64.8,1500,astra_camera_container,12.7
61.6,19.13,65.7,64.8,1500,ydlidar_ros2_driver_node,2.6
61.6,19.13,65.7,64.8,1500,joy_node,3.6
61.6,19.13,65.7,64.8,1500,servo_controller,31.2
61.6,19.13,65.7,64.8,1500,tunnel_wall_follower,7.5
61.6,19.13,65.7,64.8,1500,road_perception,37.7
61.6,19.13,65.7,64.8,1500,local_memory,26.3
61.6,19.13,65.7,64.8,1500,camera_preview,8.4
61.6,19.13,65.7,64.8,1500,uwb_ranges,1.6
61.6,19.13,65.7,64.8,1500,local_pose,38.0
61.6,19.13,65.7,64.8,1500,global_pose,29.9
61.6,19.13,65.7,64.8,1500,global_planner,3.2
61.6,19.13,65.7,64.8,1500,mission_logic,42.2
61.6,19.13,65.7,64.8,1500,corridor,35.1
61.6,19.13,65.7,64.8,1500,local_planner,42.5
61.6,19.13,65.7,64.8,1500,parking_planner,48.7
61.6,19.13,65.7,64.8,1500,recovery_planner,57.5
61.6,19.13,65.7,64.8,1500,path_tracker,34.7
61.6,19.13,65.7,64.8,1500,tunnel_bridge,19.5
61.6,19.13,65.7,64.8,1500,safety_monitor,43.2
61.6,19.13,65.7,64.8,1500,command_owner,44.5
61.6,19.13,65.7,64.8,1500,bpu_detector,38.3
61.6,19.13,65.7,64.8,1500,system_monitor,52.6
61.6,19.13,65.7,64.8,1500,calibration_wizard,44.5
61.6,19.13,65.7,64.8,1500,gui_server,64.0
61.6,19.13,65.7,64.8,1500,measure_load.py,2.6
