t_s,load1,soc_c,ddr_c,cpu_mhz,process,cpu_pct
111.2,21.21,68.3,67.0,1500,command_owner,35.7
111.2,21.21,68.3,67.0,1500,bpu_detector,49.9
111.2,21.21,68.3,67.0,1500,system_monitor,42.5
111.2,21.21,68.3,67.0,1500,race_supervisor,19.5
111.2,21.21,68.3,67.0,1500,gui_server,56.4
111.2,21.21,68.3,67.0,1500,measure_load.py,2.6
114.2,21.60,68.2,67.0,1500,python3,3.2
114.2,21.60,68.2,67.0,1500,astra_camera_container,69.4
114.2,21.60,68.2,67.0,1500,ydlidar_ros2_driver_node,2.3
114.2,21.60,68.2,67.0,1500,joy_node,3.9
114.2,21.60,68.2,67.0,1500,servo_controller,34.0
114.2,21.60,68.2,67.0,1500,tunnel_wall_follower,7.1
114.2,21.60,68.2,67.0,1500,road_perception,43.4
114.2,21.60,68.2,67.0,1500,local_memory,25.6
114.2,21.60,68.2,67.0,1500,camera_preview,1.3
114.2,21.60,68.2,67.0,1500,uwb_ranges,1.6
114.2,21.60,68.2,67.0,1500,local_pose,35.0
114.2,21.60,68.2,67.0,1500,global_pose,27.9
114.2,21.60,68.2,67.0,1500,global_planner,3.2
114.2,21.60,68.2,67.0,1500,mission_logic,33.4
114.2,21.60,68.2,67.0,1500,corridor,28.8
114.2,21.60,68.2,67.0,1500,local_planner,41.2
114.2,21.60,68.2,67.0,1500,parking_planner,43.8
114.2,21.60,68.2,67.0,1500,recovery_planner,62.2
114.2,21.60,68.2,67.0,1500,path_tracker,33.1
114.2,21.60,68.2,67.0,1500,tunnel_bridge,21.4
114.2,21.60,68.2,67.0,1500,safety_monitor,39.9
114.2,21.60,68.2,67.0,1500,command_owner,38.9
114.2,21.60,68.2,67.0,1500,bpu_detector,51.5
114.2,21.60,68.2,67.0,1500,system_monitor,40.8
114.2,21.60,68.2,67.0,1500,race_supervisor,20.1
114.2,21.60,68.2,67.0,1500,gui_server,58.7
114.2,21.60,68.2,67.0,1500,measure_load.py,2.6
117.3,21.60,68.1,66.9,1500,python3,3.2
117.3,21.60,68.1,66.9,1500,astra_camera_container,73.6
117.3,21.60,68.1,66.9,1500,ydlidar_ros2_driver_node,2.6
117.3,21.60,68.1,66.9,1500,joy_node,3.9
117.3,21.60,68.1,66.9,1500,servo_controller,36.0
117.3,21.60,68.1,66.9,1500,tunnel_wall_follower,7.1
117.3,21.60,68.1,66.9,1500,road_perception,44.7
117.3,21.60,68.1,66.9,1500,local_memory,25.9
117.3,21.60,68.1,66.9,1500,uwb_ranges,1.3
117.3,21.60,68.1,66.9,1500,local_pose,34.7
117.3,21.60,68.1,66.9,1500,global_pose,26.9
117.3,21.60,68.1,66.9,1500,global_planner,2.9
117.3,21.60,68.1,66.9,1500,mission_logic,31.1
117.3,21.60,68.1,66.9,1500,corridor,32.7
117.3,21.60,68.1,66.9,1500,local_planner,37.9
117.3,21.60,68.1,66.9,1500,parking_planner,46.0
117.3,21.60,68.1,66.9,1500,recovery_planner,59.6
117.3,21.60,68.1,66.9,1500,path_tracker,29.2
117.3,21.60,68.1,66.9,1500,tunnel_bridge,20.4
117.3,21.60,68.1,66.9,1500,safety_monitor,39.2
117.3,21.60,68.1,66.9,1500,command_owner,35.0
117.3,21.60,68.1,66.9,1500,bpu_detector,51.2
117.3,21.60,68.1,66.9,1500,system_monitor,50.6
117.3,21.60,68.1,66.9,1500,race_supervisor,20.1
117.3,21.60,68.1,66.9,1500,gui_server,54.1
117.3,21.60,68.1,66.9,1500,measure_load.py,2.9
120.4,22.19,68.0,66.7,1500,nxserver.bin,2.3
120.4,22.19,68.0,66.7,1500,python3,2.9
120.4,22.19,68.0,66.7,1500,astra_camera_container,64.2
120.4,22.19,68.0,66.7,1500,ydlidar_ros2_driver_node,2.6
120.4,22.19,68.0,66.7,1500,joy_node,3.9
120.4,22.19,68.0,66.7,1500,servo_controller,36.0
120.4,22.19,68.0,66.7,1500,tunnel_wall_follower,7.1
120.4,22.19,68.0,66.7,1500,road_perception,41.5
120.4,22.19,68.0,66.7,1500,local_memory,26.3
120.4,22.19,68.0,66.7,1500,uwb_ranges,1.6
120.4,22.19,68.0,66.7,1500,local_pose,35.3
120.4,22.19,68.0,66.7,1500,global_pose,28.9
120.4,22.19,68.0,66.7,1500,global_planner,3.2
120.4,22.19,68.0,66.7,1500,mission_logic,35.7
120.4,22.19,68.0,66.7,1500,corridor,31.4
120.4,22.19,68.0,66.7,1500,local_planner,37.3
120.4,22.19,68.0,66.7,1500,parking_planner,46.0
120.4,22.19,68.0,66.7,1500,recovery_planner,61.9
120.4,22.19,68.0,66.7,1500,path_tracker,29.5
120.4,22.19,68.0,66.7,1500,tunnel_bridge,21.7
120.4,22.19,68.0,66.7,1500,safety_monitor,41.8
120.4,22.19,68.0,66.7,1500,command_owner,33.1
120.4,22.19,68.0,66.7,1500,bpu_detector,48.6
120.4,22.19,68.0,66.7,1500,system_monitor,51.2
120.4,22.19,68.0,66.7,1500,race_supervisor,20.1
120.4,22.19,68.0,66.7,1500,gui_server,55.4
120.4,22.19,68.0,66.7,1500,measure_load.py,2.3
